"","District","Street","Area","Num_whole_rooms","Num_half_rooms","Price","Condition","Comfort_lev","Energy_eff","Floor","Floors_in_bdg","Lift","Ceiling_height","Air_conditioning","Furnished","Overhead","Vacant_possession","Min_rental(month)","View_to","Garden","Mechanized","Pets","Smoking","Parking","Year","Balcony","Parking_fee(monthly)","Address","ddress","lat","long"
"11455",8," József körút 66.",80,2,NA,80000,"renovated","high",NA,NA,NA,"Yes","3 or more","No","Yes",20000,"immediately","6 hónap","street","No","Yes","Yes","No","street","1950 elott",NA,NA," József körút 66.,8"," József körút 66., 8",47.4879081,19.070780335092
"11456",8," Baross utca 19.",48,3,NA,155000,"renovated","very high",NA,NA,5,"Yes","3 or more",NA,"Yes",40000,"immediately","nincs","yard",NA,"Yes",NA,NA,"street","1950 elott",NA,NA," Baross utca 19.,8"," Baross utca 19., 8",47.48879375,19.0658746830442
"11457",13," Pannónia utca 30.",16,1,NA,60000,"renovated",NA,NA,NA,NA,NA,"3 or more","No","Yes",20000,"immediately","6 hónap","street","No","Yes","No","No",NA,"1950 elott",NA,NA," Pannónia utca 30.,13"," Pannónia utca 30., 13",47.5154276,19.0529835
"11458",8," Ülloi út",98,3,1,160000,"good","high",NA,1,4,NA,NA,"No","Yes",15000,"immediately",NA,"street","No","Yes","No",NA,"street",NA,NA,NA," Ülloi út,8"," Ülloi út, 8",47.4888982,19.0635412
"11459",21," Kiss János altábornagy utca",49,2,NA,135000,"good","high",NA,1,4,"No","less than 3","No","Yes",20000,"immediately","1 év","garden","No","Yes","No","No","included","2001-2010 ",NA,NA," Kiss János altábornagy utca,21"," Kiss János altábornagy utca, 21",47.49392555,19.0228614586174
"11460",9," Soroksári út",44,1,NA,106000,NA,NA,NA,NA,NA,NA,NA,NA,NA,20000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Soroksári út,9"," Soroksári út, 9",47.4424976,19.0933975
"11461",5," Vörösmarty tér",48,2,NA,285000,"renovated","high","DD",4,5,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","panorama","No","Yes","Yes","No","street","1950 elott","2",NA," Vörösmarty tér,5"," Vörösmarty tér, 5",47.4970477,19.0511271
"11462",20," Erzsébetfalva",42,1,1,110000,"good","high",NA,3,4,"No","less than 3","Yes","No",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,"street",NA,NA,NA," Erzsébetfalva,20"," Erzsébetfalva, 20",47.4438809,19.1093939
"11463",6," Belso-Terézváros",108,3,1,650520,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"immediately",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA," Belso-Terézváros,6"," Belso-Terézváros, 6",47.55763565,19.03214965
"11464",8," József körút",47,1,NA,110000,"good","high",NA,1,4,"Yes","3 or more",NA,"Partially",NA,"immediately","1 év","yard",NA,NA,NA,"No",NA,"1950 elott",NA,NA," József körút,8"," József körút, 8",47.4958707,19.0711935
"11465",8," József körút",90,3,NA,195000,"renovated","very high",NA,1,4,NA,NA,"Yes","Yes",NA,"immediately","nincs",NA,NA,"Yes","No",NA,NA,NA,NA,NA," József körút,8"," József körút, 8",47.4958707,19.0711935
"11466",6," Külso-Terézváros",74,3,NA,795080,"like new","high",NA,1,NA,NA,NA,"Yes","Yes",NA,"immediately",NA,"street",NA,"Yes",NA,NA,NA,"1950 elott",NA,NA," Külso-Terézváros,6"," Külso-Terézváros, 6",47.4577147,19.0943789
"11467",2," Guyon köz 5.",64,2,NA,180000,NA,NA,NA,1,NA,NA,NA,NA,NA,30000,"immediately","nincs",NA,NA,NA,NA,NA,NA,NA,"4",NA," Guyon köz 5.,2"," Guyon köz 5., 2",47.5187375,19.003374
"11468",8," Corvin köz 4.",50,2,NA,150000,"like new","high",NA,2,6,"Yes","3 or more","Yes","By arrangement",17000,"immediately","3 hónap","yard","No","Yes","No","No","street","2020",NA,NA," Corvin köz 4.,8"," Corvin köz 4., 8",47.4864545,19.0709621
"11469",5," Alkotmány utca",10,1,NA,90350,"renovated",NA,NA,NA,NA,"Yes",NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Alkotmány utca,5"," Alkotmány utca, 5",47.3927118,21.7188283512401
"11470",2," Keleti Károly utca",45,1,1,2e+05,"renovated","high",NA,3,4,"Yes","3 or more",NA,"Yes",NA,"immediately","nincs","panorama",NA,"Yes","No","No",NA,NA,NA,NA," Keleti Károly utca,2"," Keleti Károly utca, 2",47.5112238,19.0318711
"11471",7," Dob utca",60,2,NA,133718,NA,"high",NA,NA,NA,NA,NA,NA,"No",NA,"immediately","1 év","yard",NA,NA,NA,NA,NA,NA,NA,NA," Dob utca,7"," Dob utca, 7",47.4970951,19.0601143
"11472",6," Dessewffy utca 35.",101,3,1,699000,"renovated","very high",NA,1,2,"No","less than 3","Yes","Yes",40000,"immediately","6 hónap","street","No","Yes","No","No","street",NA,NA,NA," Dessewffy utca 35.,6"," Dessewffy utca 35., 6",47.5056359,19.0580150937956
"11473",6," Podmaniczky utca",51,2,NA,150000,"good",NA,NA,0.5,NA,"Yes","less than 3",NA,"Yes",NA,NA,"1 év","yard",NA,NA,NA,NA,NA,"1950 elott",NA,NA," Podmaniczky utca,6"," Podmaniczky utca, 6",47.5076186,19.055926
"11474",11," Villányi út",59,3,NA,150000,"good","high",NA,2,5,"Yes","less than 3","Yes","Yes",NA,NA,"1 év","street","No","Yes","No","No","street","1950-1980 ","9",NA," Villányi út,11"," Villányi út, 11",47.4786939,19.0431913015191
"11475",7," Dob utca",60,2,NA,133718,"good",NA,NA,NA,NA,NA,"3 or more",NA,"No",NA,"immediately","1 év","yard",NA,NA,"No","No",NA,NA,NA,NA," Dob utca,7"," Dob utca, 7",47.4970951,19.0601143
"11476",1," Attila út 125.",43,2,NA,159000,"renovated","high","AA++",2,6,"Yes","less than 3","No","Yes",29987,"immediately","nincs","yard","No","Yes","No","No","street","1981-2000 ",NA,NA," Attila út 125.,1"," Attila út 125., 1",47.50314,19.02618
"11477",5," Ferenciek tere 11.",106,3,NA,397540,"renovated","luxury",NA,1,5,"Yes","3 or more","Yes","Yes",NA,NA,"6 hónap","street",NA,"Yes",NA,"No",NA,"1950 elott",NA,NA," Ferenciek tere 11.,5"," Ferenciek tere 11., 5",47.4931628,19.0544043
"11478",5," Múzeum körút 27.",112,3,1,795080,"renovated","luxury",NA,4,5,"Yes","3 or more","Yes","Yes",NA,"immediately","nincs","panorama","No","Yes",NA,"No","street","1950 elott",NA,NA," Múzeum körút 27.,5"," Múzeum körút 27., 5",47.4916209,19.0611747
"11479",11," Budafoki út",75,2,NA,3e+05,"good","high",NA,1,5,NA,NA,"No","Partially",NA,NA,"2 év",NA,NA,NA,"No","No","street","1950 elott",NA,NA," Budafoki út,11"," Budafoki út, 11",47.48232,19.0537259
"11480",10," Gyárdulo",30,1,NA,89000,"good","high",NA,2,3,"No","3 or more","No","By arrangement",25000,"immediately","1 év","street","No","Yes",NA,"No","street","1950 elott",NA,NA," Gyárdulo,10"," Gyárdulo, 10",47.4753369,19.1225752
"11481",7," Hársfa utca 51.",32,2,NA,110000,"new",NA,NA,NA,4,"Yes",NA,"Yes","Yes",NA,"immediately","nincs",NA,NA,"Yes","No","No",NA,NA,NA,NA," Hársfa utca 51.,7"," Hársfa utca 51., 7",47.5027617,19.0681393
"11482",6," Szinyei Merse Pál utca",41,1,NA,145000,"new","high",NA,4,6,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street","2017",NA,NA," Szinyei Merse Pál utca,6"," Szinyei Merse Pál utca, 6",47.2274207,16.6116554
"11483",13," Tátra utca 36.",70,3,NA,220000,"good","high",NA,1,NA,"Yes","3 or more",NA,"Yes",23000,"immediately","1 év","street","No","Yes","No","No","street",NA,"2",NA," Tátra utca 36.,13"," Tátra utca 36., 13",47.5171851,19.0530682
"11484",11," Badacsonyi utca",55,2,NA,115000,"good","high",NA,NA,3,NA,"less than 3","No","Partially",NA,"immediately","6 hónap","street",NA,"Yes","No","No","street","1950-1980 ",NA,NA," Badacsonyi utca,11"," Badacsonyi utca, 11",47.4789546,19.0349453
"11485",14," Vezér utca",36,1,NA,75000,"good","high",NA,3,3,"No",NA,NA,"Yes",20000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA," Vezér utca,14"," Vezér utca, 14",47.4186154,19.1160606
"11486",6," Eötvös utca",26,1,NA,90000,"renovated","high","CC",2,3,"No","3 or more","No","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott",NA,NA," Eötvös utca,6"," Eötvös utca, 6",47.44787255,19.015251211041
"11487",2," Hárshegy",130,4,NA,542100,"like new","luxury",NA,2,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","panorama",NA,"Yes","Yes",NA,"included",NA,"8",NA," Hárshegy,2"," Hárshegy, 2",47.5335359,18.9587614
"11488",7," Erzsébet körút 58.",130,5,NA,430000,"like new","luxury",NA,2,4,"Yes","3 or more","Yes","Yes",NA,"immediately","6 hónap","street",NA,"Yes",NA,"No","street",NA,NA,NA," Erzsébet körút 58.,7"," Erzsébet körút 58., 7",47.5031199,19.0656031
"11489",8," Teleki László tér 3.",13,1,NA,74000,"renovated","luxury",NA,NA,NA,"Yes","less than 3",NA,"Yes",7000,"immediately","3 hónap","yard","No","Yes","No","No","street","1950 elott",NA,NA," Teleki László tér 3.,8"," Teleki László tér 3., 8",47.49303125,19.0825709804547
"11490",6," Király utca 52.",29,1,NA,110000,"renovated",NA,NA,3,3,"No","3 or more",NA,"Yes",18000,"immediately","nincs","yard","No",NA,"No","No",NA,NA,NA,NA," Király utca 52.,6"," Király utca 52., 6",47.5017929,19.0621932
"11491",1," Bem rakpart 8-1",146,4,NA,350000,"renovated","luxury",NA,1,3,"No","3 or more",NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,"1950 elott",NA,NA," Bem rakpart 8-1,1"," Bem rakpart 8-1, 1",47.5022064,19.0397306
"11492",13," Nyugati tér 4.",67,2,NA,160000,"fair","high",NA,NA,5,NA,"3 or more","No","No",NA,"immediately","1 év","street","No","No","Yes",NA,"street","1950 elott",NA,NA," Nyugati tér 4.,13"," Nyugati tér 4., 13",47.511129,19.0558201
"11493",6," Andrássy út",52,2,NA,160000,"renovated","high",NA,3,6,"Yes",NA,NA,"Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA," Andrássy út,6"," Andrássy út, 6",47.5008285,19.056241
"11494",6," Jókai utca",38,1,NA,170000,"like new","high",NA,5,5,"Yes","less than 3","Yes","Yes",20000,"immediately","6 hónap","street",NA,"Yes",NA,NA,"street","2020",NA,NA," Jókai utca,6"," Jókai utca, 6",47.3832435,19.338309090146
"11495",7," Erzsébet körút 15.",26,2,NA,98000,"renovated",NA,NA,1,3,"Yes","3 or more",NA,"By arrangement",NA,"immediately","6 hónap",NA,NA,NA,NA,NA,NA,"1950 elott",NA,NA," Erzsébet körút 15.,7"," Erzsébet körút 15., 7",47.4992327,19.0699593
"11496",7," Csengery utca 10.",45,1,NA,110000,"like new","high",NA,1,4,"No","3 or more",NA,"Yes",30000,"immediately","nincs","street",NA,"Yes",NA,"No",NA,NA,NA,NA," Csengery utca 10.,7"," Csengery utca 10., 7",47.5023379,19.0702152
"11497",12," Tusnádi utca",58,3,NA,195000,"renovated","high",NA,NA,4,NA,"less than 3","Yes","No",65000,"immediately","nincs","garden","Yes","Yes","No","No","street","1981-2000 ",NA,NA," Tusnádi utca,12"," Tusnádi utca, 12",47.50258325,19.0080470028271
"11498",6," Teréz körút",42,1,NA,85000,"good","average",NA,NA,NA,"Yes","3 or more",NA,"Partially",18000,"immediately","nincs",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Teréz körút,6"," Teréz körút, 6",47.5041614,19.0643841
"11499",7," Kazinczy utca 24-26",16,1,NA,33000,"renovated",NA,NA,NA,NA,"Yes",NA,"Yes","Yes",10000,"immediately","nincs",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Kazinczy utca 24-26,7"," Kazinczy utca 24-26, 7",47.4978015,19.0628067
"11500",8," Corvin sétány 8.",30,1,NA,149900,"new","high","AA++",NA,10,"Yes",NA,"Yes","Yes",30000,"immediately","1 év","garden",NA,"Yes","No","Yes",NA,"2019","8",NA," Corvin sétány 8.,8"," Corvin sétány 8., 8",47.48634975,19.0781144498265
"11501",6," Andrássy út 13.",140,4,NA,330000,"good",NA,NA,2,3,NA,"3 or more","Yes","Yes",65000,"immediately","3 hónap","street",NA,"Yes","Yes",NA,NA,"1950 elott",NA,NA," Andrássy út 13.,6"," Andrássy út 13., 6",47.50072555,19.0571112752989
"11502",2," Alsó Völgy utca",45,1,1,165000,"renovated","high",NA,2,2,"No","3 or more","Yes","By arrangement",13000,"immediately","1 év","panorama","No","Yes","No","No",NA,NA,"4",NA," Alsó Völgy utca,2"," Alsó Völgy utca, 2",47.5283737,18.9833237883787
"11503",3," Mátyáshegy",120,5,NA,795080,"like new","high",NA,NA,NA,NA,"less than 3","Yes","Yes",NA,"immediately","1 év","panorama","Yes","Yes","No",NA,"included","2001-2010 ","37",NA," Mátyáshegy,3"," Mátyáshegy, 3",47.5336215,19.0228064
"11504",7," Külso-Erzsébetváros",110,4,NA,350000,"renovated",NA,NA,1,NA,NA,"3 or more",NA,NA,NA,NA,NA,"street",NA,NA,NA,NA,NA,"1950 elott","3",NA," Külso-Erzsébetváros,7"," Külso-Erzsébetváros, 7",47.4577147,19.0943789
"11505",6," Külso-Terézváros",45,1,NA,160000,"renovated",NA,NA,2,4,"No","3 or more","No","Yes",NA,"immediately","1 év","yard",NA,"Yes","No","No","street",NA,NA,NA," Külso-Terézváros,6"," Külso-Terézváros, 6",47.4577147,19.0943789
"11506",20," Alsóteleki utca",60,1,2,140000,"renovated",NA,"A",1,4,"No","less than 3","No",NA,37000,"immediately","nincs","street","No","Yes","No","No","street","1981-2000 ","8",NA," Alsóteleki utca,20"," Alsóteleki utca, 20",47.423068,19.1079645
"11507",7," Garay utca 50.",45,2,NA,1e+05,"good",NA,NA,3,3,NA,NA,NA,"Yes",NA,"immediately","nincs","yard",NA,"Yes",NA,"No",NA,NA,NA,NA," Garay utca 50.,7"," Garay utca 50., 7",47.5033678,19.0849934
"11508",7," Vörösmarty utca",33,1,NA,120000,"good","high",NA,0.5,5,"Yes","3 or more","No","Yes",8600,"immediately","1 év","street","No","Yes","No","No","street","1950-1980 ",NA,NA," Vörösmarty utca,7"," Vörösmarty utca, 7",47.5072389,19.0663322
"11509",21," Béke tér",56,2,NA,120000,"renovated","high",NA,NA,NA,NA,NA,NA,"Yes",NA,"immediately","nincs","garden",NA,NA,NA,NA,NA,NA,"4",NA," Béke tér,21"," Béke tér, 21",46.2941558,18.5223354
"11510",9," Vámház körút 7.",50,2,NA,151788,"renovated",NA,NA,1,NA,NA,NA,NA,"Yes",NA,"immediately","nincs",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Vámház körút 7.,9"," Vámház körút 7., 9",47.48760875,19.0594834906865
"11511",8," Corvin sétány",40,2,NA,160000,"new","high",NA,NA,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","garden","Yes","Yes",NA,NA,"can rent",NA,"14",NA," Corvin sétány,8"," Corvin sétány, 8",47.48634975,19.0781144498265
"11512",12," Csipke út",100,4,NA,722800,"new","luxury",NA,NA,2,NA,"less than 3","Yes","No",NA,"immediately","1 év","garden","Yes","Yes","No","No","included","2020","90",NA," Csipke út,12"," Csipke út, 12",47.5080309,18.98458535
"11513",8," Corvin sétány",40,2,NA,2e+05,"new","high",NA,1,NA,"Yes",NA,"Yes","Yes",NA,"immediately","1 év","garden",NA,"Yes","Yes",NA,"can rent",NA,"8",NA," Corvin sétány,8"," Corvin sétány, 8",47.48634975,19.0781144498265
"11514",7," Rákóczi út",53,2,NA,150000,"like new","very high",NA,NA,4,NA,"less than 3",NA,"Yes",30000,"immediately","1 év","yard",NA,"Yes","No","No",NA,"1950 elott",NA,NA," Rákóczi út,7"," Rákóczi út, 7",46.90914315,19.6969125218858
"11515",9," Gát utca",34,1,NA,90000,"fair","high",NA,1,4,"No","3 or more","Yes","Yes",30000,"immediately","1 év","street","No","Yes","Yes","No","street",NA,NA,NA," Gát utca,9"," Gát utca, 9",47.72368075,17.657741648693
"11516",7," Rákóczi út 12.",73,2,1,170000,"renovated","high",NA,4,6,"Yes","3 or more","Yes","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street","1950 elott","3",NA," Rákóczi út 12.,7"," Rákóczi út 12., 7",47.49536315,19.0632151237668
"11517",5," Galamb utca",40,1,NA,129700,"good","high",NA,7,7,"Yes","3 or more","No","Yes",29900,"immediately","nincs","panorama","No","Yes",NA,NA,"street",NA,"10",NA," Galamb utca,5"," Galamb utca, 5",47.49373775,19.0513744980198
"11518",6," Délibáb utca",170,6,NA,542100,"renovated","luxury",NA,2,NA,"No",NA,"Yes","No",80000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA," Délibáb utca,6"," Délibáb utca, 6",47.5112538,19.0737021995122
"11519",13," Újpesti rakpart",80,3,NA,433680,"renovated","luxury",NA,1,NA,"Yes","3 or more","Yes","Yes",16000,"immediately","1 év","panorama","No","Yes","No","No","street",NA,NA,NA," Újpesti rakpart,13"," Újpesti rakpart, 13",47.5158281,19.0482928
"11520",2," Szemlohegy",60,2,NA,280000,"renovated","high",NA,2,3,NA,NA,"Yes","Partially",NA,"not immediately","1 év","panorama",NA,"Yes","Yes","No","can rent","2020","10",100," Szemlohegy,2"," Szemlohegy, 2",47.5243288,19.0281792
"11521",2," Szemlohegy",145,4,NA,570000,"renovated","high",NA,2,3,"No","3 or more","Yes","No",NA,"immediately","1 év","panorama",NA,"Yes",NA,NA,"can rent","2020","11",30000," Szemlohegy,2"," Szemlohegy, 2",47.5243288,19.0281792
"11522",11," Napkelte utca",64,3,NA,3e+05,"new","very high",NA,5,8,"Yes","3 or more","Yes","By arrangement",20000,"immediately","1 év","panorama","Yes",NA,"Yes","No","can rent","2020","10",30000," Napkelte utca,11"," Napkelte utca, 11",47.4666874,19.0582478
"11523",5," Vörösmarty tér",38,1,2,150000,"renovated","high",NA,2,4,"Yes",NA,NA,"Yes",23000,"immediately","1 év",NA,NA,"Yes",NA,NA,NA,NA,NA,NA," Vörösmarty tér,5"," Vörösmarty tér, 5",47.4970477,19.0511271
"11524",5," Hercegprímás utca",80,3,NA,361400,"renovated",NA,NA,2,NA,"Yes","3 or more",NA,"Yes",NA,NA,"1 év",NA,NA,"Yes","No",NA,NA,NA,NA,NA," Hercegprímás utca,5"," Hercegprímás utca, 5",47.499902,19.0538095
"11525",14," Csantavér utca",40,1,NA,110000,"good",NA,NA,1,2,"No",NA,NA,"Yes",30000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA," Csantavér utca,14"," Csantavér utca, 14",47.5168114,19.1060276
"11526",6," Székely Mihály utca",90,2,1,350000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Székely Mihály utca,6"," Székely Mihály utca, 6",47.5003445,19.0592911341203
"11527",6," Benczúr utca 43.",47,1,1,175000,"new","high","BB",0.5,4,"Yes","3 or more","Yes","Yes",25000,"immediately","1 év","garden","No","Yes","Yes","No","street","2001-2010 ","9",NA," Benczúr utca 43.,6"," Benczúr utca 43., 6",47.5119855,19.0780952150437
"11528",5," Petofi Sándor utca",60,2,NA,125000,"renovated","high",NA,1,4,"Yes","3 or more","No","Partially",15000,"immediately","1 év","yard","No","Yes","No","No","street",NA,NA,NA," Petofi Sándor utca,5"," Petofi Sándor utca, 5",46.9047371,19.6862644
"11529",7," Nagy Diófa utca",34,1,NA,98000,"good","average","AA+",1,2,"No","3 or more","No","Yes",14000,"immediately","1 év","street","Yes","Yes","No","No","street","1950 elott","20",NA," Nagy Diófa utca,7"," Nagy Diófa utca, 7",47.4969816,19.0656017
"11530",8," Bródy Sándor utca",15,1,NA,65000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Bródy Sándor utca,8"," Bródy Sándor utca, 8",47.4925163,19.0626491419079
"11531",16," Futórózsa utca",47,2,NA,130000,"renovated","high",NA,2,4,"No","less than 3","No","Yes",NA,"immediately","1 év","street","No","Yes","No","No","street",NA,"3",NA," Futórózsa utca,16"," Futórózsa utca, 16",47.5160554,19.1834003
"11532",5," Károly körút 26.",75,3,NA,230000,NA,NA,NA,3,NA,"Yes",NA,NA,"Yes",NA,"immediately","1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA," Károly körút 26.,5"," Károly körút 26., 5",47.4961918,19.0572906
"11533",6," Rippl-Rónai utca 23.",77,2,NA,60000,"fair","high",NA,NA,NA,NA,"3 or more",NA,"Yes",25000,"immediately","9 hónap","garden",NA,"Yes","No","No",NA,"1950 elott",NA,NA," Rippl-Rónai utca 23.,6"," Rippl-Rónai utca 23., 6",47.5149649,19.0739885755211
"11534",6," Rippl-Rónai utca 23.",77,2,NA,120000,"fair","high",NA,1,5,NA,NA,NA,"Yes",50000,"immediately","9 hónap","garden",NA,"Yes","No","No",NA,"1950 elott",NA,NA," Rippl-Rónai utca 23.,6"," Rippl-Rónai utca 23., 6",47.5149649,19.0739885755211
"11535",14," Cházár András utca",130,4,NA,280000,"like new","high",NA,4,5,"Yes","3 or more",NA,"Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,"street",NA,"2",NA," Cházár András utca,14"," Cházár András utca, 14",47.5069221,19.0884081
"11536",13," Csángó utca",37,1,1,130000,"renovated","high",NA,7,10,"Yes","less than 3","No","Yes",30000,"immediately","1 év","street","No","Yes","No","No","street",NA,NA,NA," Csángó utca,13"," Csángó utca, 13",47.5254179,19.0676328
"11537",1," Mikó utca",95,2,NA,2e+05,"like new","high",NA,3,4,"Yes","less than 3","No","No",NA,"immediately","1 év",NA,NA,NA,"No","No","street","1950 elott","10",NA," Mikó utca,1"," Mikó utca, 1",47.4995802,19.031426
"11538",13," Újlipótváros – Kleopátraház",108,3,NA,190000,"good",NA,NA,2,NA,NA,NA,NA,NA,NA,"immediately","1 év",NA,NA,NA,NA,NA,NA,NA,NA,NA," Újlipótváros – Kleopátraház,13"," Újlipótváros – Kleopátraház, 13",NA,NA
"11539",6," Teréz körút",85,3,1,250000,"like new",NA,NA,NA,NA,NA,NA,NA,"Yes",NA,"immediately","nincs",NA,NA,"Yes","No","No","street","1950 elott",NA,NA," Teréz körút,6"," Teréz körút, 6",47.5041614,19.0643841
"11540",4," Bárdos Artúr utca",20,2,NA,65000,NA,NA,NA,NA,NA,"Yes",NA,"Yes","Yes",20000,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,NA,NA," Bárdos Artúr utca,4"," Bárdos Artúr utca, 4",47.5617068,19.1011492
"11541",13," Visegrádi utca",65,3,NA,230000,"renovated","high",NA,1,4,"Yes","3 or more","Yes","Yes",13000,NA,"1 év","street",NA,"Yes","No","No",NA,"1950 elott",NA,NA," Visegrádi utca,13"," Visegrádi utca, 13",47.5135518,19.0548979
"11542",9," Csengettyu utca",52,2,NA,120000,"renovated","high",NA,2,7,"Yes","less than 3","No",NA,30000,"immediately","1 év","garden","No","Yes","No","No","street","1950-1980 ","2",NA," Csengettyu utca,9"," Csengettyu utca, 9",47.4637996,19.1137356486472
"11543",3," Pünkösdfürdo utca",24,1,NA,1e+05,"like new","high",NA,3,NA,"Yes",NA,NA,"Yes",NA,"immediately","1 év",NA,NA,"Yes","No","No","street",NA,"3",NA," Pünkösdfürdo utca,3"," Pünkösdfürdo utca, 3",47.59419765,19.06713965
"11544",12," Evetke út 2.",41,1,1,135000,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,"5",NA," Evetke út 2.,12"," Evetke út 2., 12",47.4959569,18.9872500640845
"11545",11," Villányi út",60,2,1,150000,"good","high",NA,2,6,"Yes","less than 3",NA,"No",30000,NA,"1 év","street",NA,"No","Yes","No","street","1950 elott","10",NA," Villányi út,11"," Villányi út, 11",47.4786939,19.0431913015191
"11546",13," Teve utca",47,2,NA,190000,"like new","high","AA++",1,6,"Yes","less than 3","Yes","Yes",11000,"immediately","6 hónap","street","No","Yes","No","No","street","2001-2010 ","28",NA," Teve utca,13"," Teve utca, 13",46.24276425,20.1178157071388
"11547",9," Márton utca",36,1,NA,120000,"new","high",NA,3,5,"Yes",NA,"Yes","Yes",23000,"immediately","1 év",NA,"Yes","Yes",NA,"No","can rent",NA,NA,NA," Márton utca,9"," Márton utca, 9",47.4783496,19.0796096
"11548",9," Márton utca",36,1,NA,120000,"new","high",NA,4,5,"Yes",NA,"Yes","Yes",23000,"immediately","1 év",NA,"Yes","Yes",NA,"No","can rent",NA,NA,NA," Márton utca,9"," Márton utca, 9",47.4783496,19.0796096
"11549",9," Boráros tér 7.",33,1,NA,125000,"renovated","high",NA,6,8,"Yes","less than 3",NA,"No",19000,"immediately","1 év","garden","No",NA,"No",NA,NA,NA,NA,NA," Boráros tér 7.,9"," Boráros tér 7., 9",47.4787335,19.0672273502455
"11550",9," Soroksári út 5.",35,1,NA,125000,"renovated","high",NA,6,8,"Yes","less than 3",NA,"No",19000,"immediately","1 év","garden","No",NA,"No",NA,NA,NA,NA,NA," Soroksári út 5.,9"," Soroksári út 5., 9",47.4424976,19.0933975
"11551",9," Soroksári út 5.",30,1,NA,120000,"renovated","high",NA,6,8,"Yes","less than 3",NA,"No",16000,"immediately","1 év","garden","No","Yes","No",NA,NA,NA,NA,NA," Soroksári út 5.,9"," Soroksári út 5., 9",47.4424976,19.0933975
"11552",4," Béla utca 3b",30,1,NA,90000,NA,NA,NA,NA,NA,NA,NA,NA,NA,25000,NA,"nincs",NA,NA,NA,NA,NA,NA,NA,NA,NA," Béla utca 3b,4"," Béla utca 3b, 4",47.5798579,19.0840956
"11553",9," Ráday utca",98,3,NA,140000,"good","high",NA,2,3,"No","3 or more","No","Yes",NA,"immediately","1 év","street","No","Yes",NA,NA,"street",NA,NA,NA," Ráday utca,9"," Ráday utca, 9",47.4875869,19.0628292
"11554",12," Csaba utca",114,4,NA,390000,"renovated",NA,NA,1,4,"Yes","3 or more",NA,NA,NA,"immediately","1 év","garden","No","Yes","Yes","No",NA,"1950 elott",NA,NA," Csaba utca,12"," Csaba utca, 12",47.5054415,19.0216753200644
"11555",6," Dessewffy utca 35.",57,1,1,190000,"renovated","high",NA,1,2,"No","3 or more","Yes","Yes",NA,"immediately","3 hónap",NA,NA,"Yes","No","No","street",NA,NA,NA," Dessewffy utca 35.,6"," Dessewffy utca 35., 6",47.5056359,19.0580150937956
"11556",8," Rákóczi út",89,4,NA,55000,"good","high",NA,NA,NA,"Yes","3 or more","No","Yes",NA,"immediately","6 hónap","street",NA,"Yes","No","No","street","1950 elott",NA,NA," Rákóczi út,8"," Rákóczi út, 8",47.969442,19.3508335958929
"11557",4," Árpád út",53,1,2,130000,"good","high",NA,10,10,"Yes","less than 3",NA,"Yes",NA,"immediately","1 év","street","No","Yes","No",NA,"street","1981-2000 ","4",NA," Árpád út,4"," Árpád út, 4",48.10206455,20.6897704255891
"11558",8," Somogyi Béla utca",60,1,2,175000,NA,NA,NA,3,3,"No","3 or more","Yes","Yes",38000,"immediately","1 év","yard",NA,NA,"No","No","street",NA,NA,NA," Somogyi Béla utca,8"," Somogyi Béla utca, 8",47.495449,19.069813
